sample_id	N_sites	mean_depth	chromosome
SAR_family4_S6_offspring	252805563	23.8053	sar_9
SAR_family5_F_female	252805560	21.0554	sar_9
SAR_family5_M_male	252805560	29.527	sar_9
SAR_family5_S1_offspring	252805564	17.1161	sar_9
SAR_family5_S2_offspring	252805564	18.1278	sar_9
SAR_family5_S3_offspring	252805563	19.6107	sar_9
SAR_family5_S4_offspring	252805563	20.2212	sar_9
SAR_family5_S5_offspring	252805563	19.4831	sar_9
SAR_family5_S6_offspring	252805564	21.6006	sar_9
SAR_family1_F_female	209819502	19.6329	sar_10
SAR_family1_M_male	209819501	25.2046	sar_10
SAR_family1_S1_offspring	209819502	18.3929	sar_10
SAR_family1_S2_offspring	209819500	19.4129	sar_10
SAR_family1_S3_offspring	209819502	19.9545	sar_10
SAR_family1_S4_offspring	209819502	19.133	sar_10
SAR_family1_S5_offspring	209819502	17.8669	sar_10
SAR_family1_S6_offspring	209819501	26.3125	sar_10
SAR_family2_F_female	209819502	20.4443	sar_10
SAR_family2_M_male	209819502	28.3306	sar_10
SAR_family2_S1_offspring	209819502	21.5763	sar_10
SAR_family2_S2_offspring	209819502	21.376	sar_10
SAR_family2_S3_offspring	209819502	20.8823	sar_10
SAR_family2_S4_offspring	209819502	21.0265	sar_10
SAR_family2_S5_offspring	209819502	20.7398	sar_10
SAR_family2_S6_offspring	209819499	23.3725	sar_10
SAR_family3_F_female	209819502	17.3764	sar_10
SAR_family3_M_male	209819499	20.5298	sar_10
SAR_family3_S1_offspring	209819499	17.3581	sar_10
SAR_family3_S2_offspring	209819498	18.4731	sar_10
SAR_family3_S3_offspring	209819501	18.6252	sar_10
SAR_family3_S4_offspring	209819502	17.7146	sar_10
SAR_family3_S5_offspring	209819498	19.0626	sar_10
SAR_family3_S6_offspring	209819498	18.7124	sar_10
SAR_family4_F_female	209819502	23.4709	sar_10
SAR_family4_M_male	209819501	27.3829	sar_10
SAR_family4_S1_offspring	209819502	20.1127	sar_10
SAR_family4_S2_offspring	209819502	21.2027	sar_10
SAR_family4_S3_offspring	209819502	24.3475	sar_10
SAR_family4_S4_offspring	209819502	22.8911	sar_10
SAR_family4_S5_offspring	209819502	21.2922	sar_10
SAR_family4_S6_offspring	209819502	23.196	sar_10
SAR_family5_F_female	209819500	20.381	sar_10
SAR_family5_M_male	209819501	28.602	sar_10
SAR_family5_S1_offspring	209819502	16.6519	sar_10
SAR_family5_S2_offspring	209819501	17.6606	sar_10
SAR_family5_S3_offspring	209819498	19.0799	sar_10
SAR_family5_S4_offspring	209819502	19.6471	sar_10
SAR_family5_S5_offspring	209819499	18.9462	sar_10
SAR_family5_S6_offspring	209819502	21.0394	sar_10
SAR_family1_F_female	224607362	18.0398	sar_11
SAR_family1_M_male	224607363	23.1357	sar_11
SAR_family1_S1_offspring	224607363	16.91	sar_11
SAR_family1_S2_offspring	224607363	17.8503	sar_11
SAR_family1_S3_offspring	224607363	18.3604	sar_11
SAR_family1_S4_offspring	224607363	17.6279	sar_11
SAR_family1_S5_offspring	224607362	16.4397	sar_11
SAR_family1_S6_offspring	224607363	24.2521	sar_11
SAR_family2_F_female	224607363	18.8533	sar_11
SAR_family2_M_male	224607363	26.0574	sar_11
SAR_family2_S1_offspring	224607363	19.8829	sar_11
SAR_family2_S2_offspring	224607363	19.7214	sar_11
SAR_family2_S3_offspring	224607363	19.2635	sar_11
SAR_family2_S4_offspring	224607363	19.3694	sar_11
SAR_family2_S5_offspring	224607363	19.1312	sar_11
SAR_family2_S6_offspring	224607363	21.481	sar_11
SAR_family3_F_female	224607363	16.0097	sar_11
SAR_family3_M_male	224607362	18.8707	sar_11
SAR_family3_S1_offspring	224607363	15.9817	sar_11
SAR_family3_S2_offspring	224607363	17.0293	sar_11
SAR_family3_S3_offspring	224607363	17.1646	sar_11
SAR_family3_S4_offspring	224607363	16.2696	sar_11
SAR_family3_S5_offspring	224607358	17.5744	sar_11
SAR_family3_S6_offspring	224607358	17.2244	sar_11
SAR_family4_F_female	224607363	21.5706	sar_11
SAR_family4_M_male	224607363	25.2213	sar_11
SAR_family4_S1_offspring	224607363	18.5299	sar_11
SAR_family4_S2_offspring	224607362	19.5926	sar_11
SAR_family4_S3_offspring	224607362	22.4211	sar_11
SAR_family4_S4_offspring	224607363	21.0715	sar_11
SAR_family4_S5_offspring	224607363	19.668	sar_11
SAR_family4_S6_offspring	224607363	21.4149	sar_11
SAR_family5_F_female	224607363	18.7385	sar_11
SAR_family5_M_male	224607359	26.3229	sar_11
SAR_family5_S1_offspring	224607363	15.382	sar_11
SAR_family5_S2_offspring	224607363	16.2933	sar_11
SAR_family5_S3_offspring	224607363	17.621	sar_11
SAR_family5_S4_offspring	224607363	18.1067	sar_11
SAR_family5_S5_offspring	224607357	17.465	sar_11
SAR_family5_S6_offspring	224607362	19.4194	sar_11
SAR_family1_F_female	191734224	20.2387	sar_12
SAR_family1_M_male	191734226	26.0361	sar_12
SAR_family1_S1_offspring	191734220	18.9312	sar_12
SAR_family1_S2_offspring	191734222	19.9778	sar_12
SAR_family1_S3_offspring	191734226	20.5639	sar_12
SAR_family1_S4_offspring	191734226	19.7045	sar_12
SAR_family1_S5_offspring	191734226	18.4004	sar_12
SAR_family1_S6_offspring	191734226	27.0688	sar_12
SAR_family2_F_female	191734223	21.0511	sar_12
SAR_family2_M_male	191734226	29.2324	sar_12
SAR_family2_S1_offspring	191734225	22.2175	sar_12
SAR_family2_S2_offspring	191734221	21.9837	sar_12
SAR_family2_S3_offspring	191734224	21.477	sar_12
SAR_family2_S4_offspring	191734222	21.6528	sar_12
SAR_family2_S5_offspring	191734226	21.353	sar_12
SAR_family2_S6_offspring	191734216	24.1115	sar_12
SAR_family3_F_female	191734211	17.8926	sar_12
SAR_family3_M_male	191734218	21.2091	sar_12
SAR_family3_S1_offspring	191734217	17.8758	sar_12
SAR_family3_S2_offspring	191734220	19.0137	sar_12
SAR_family3_S3_offspring	191734221	19.1684	sar_12
SAR_family3_S4_offspring	191734226	18.24	sar_12
SAR_family3_S5_offspring	191734225	19.5883	sar_12
SAR_family3_S6_offspring	191734218	19.2645	sar_12
SAR_family4_F_female	191734226	24.1449	sar_12
SAR_family4_M_male	191734225	28.219	sar_12
SAR_family4_S1_offspring	191734217	20.7202	sar_12
SAR_family4_S2_offspring	191734220	21.8146	sar_12
SAR_family4_S3_offspring	191734225	25.0619	sar_12
SAR_family4_S4_offspring	191734222	23.5899	sar_12
SAR_family4_S5_offspring	191734222	21.897	sar_12
SAR_family4_S6_offspring	191734224	23.8682	sar_12
SAR_family5_F_female	191734225	21.0182	sar_12
SAR_family5_M_male	191734226	29.5265	sar_12
SAR_family5_S1_offspring	191734226	17.1162	sar_12
SAR_family5_S2_offspring	191734226	18.1472	sar_12
SAR_family5_S3_offspring	191734225	19.6216	sar_12
SAR_family5_S4_offspring	191734221	20.2333	sar_12
SAR_family5_S5_offspring	191734226	19.49	sar_12
SAR_family5_S6_offspring	191734225	21.6318	sar_12
SAR_family1_F_female	189097341	19.022	sar_13
SAR_family1_M_male	189097337	24.4882	sar_13
SAR_family1_S1_offspring	189097340	17.8149	sar_13
SAR_family1_S2_offspring	189097340	18.8291	sar_13
SAR_family1_S3_offspring	189097341	19.378	sar_13
SAR_family1_S4_offspring	189097339	18.5776	sar_13
SAR_family1_S5_offspring	189097342	17.3515	sar_13
SAR_family1_S6_offspring	189097341	25.5441	sar_13
SAR_family2_F_female	189097342	19.8381	sar_13
SAR_family2_M_male	189097341	27.4943	sar_13
SAR_family2_S1_offspring	189097341	20.9536	sar_13
SAR_family2_S2_offspring	189097342	20.7585	sar_13
SAR_family2_S3_offspring	189097342	20.2828	sar_13
SAR_family2_S4_offspring	189097342	20.4245	sar_13
SAR_family2_S5_offspring	189097342	20.1321	sar_13
SAR_family2_S6_offspring	189097342	22.7242	sar_13
SAR_family3_F_female	189097336	16.9091	sar_13
SAR_family3_M_male	189097341	19.9617	sar_13
SAR_family3_S1_offspring	189097342	16.8722	sar_13
SAR_family3_S2_offspring	189097342	17.9427	sar_13
SAR_family3_S3_offspring	189097341	18.0936	sar_13
SAR_family3_S4_offspring	189097339	17.1996	sar_13
SAR_family3_S5_offspring	189097341	18.5153	sar_13
SAR_family3_S6_offspring	189097337	18.1608	sar_13
SAR_family4_F_female	189097342	22.7257	sar_13
SAR_family4_M_male	189097340	26.5789	sar_13
SAR_family4_S1_offspring	189097342	19.5096	sar_13
SAR_family4_S2_offspring	189097339	20.6184	sar_13
SAR_family4_S3_offspring	189097342	23.6157	sar_13
SAR_family4_S4_offspring	189097342	22.2757	sar_13
SAR_family4_S5_offspring	189097342	20.6566	sar_13
SAR_family4_S6_offspring	189097342	22.5184	sar_13
