sample_id	N_sites	mean_depth	chromosome
MIM_family1_S2_offspring	178092594	38.7683	mim_13
MIM_family1_S3_offspring	178092595	37.3399	mim_13
MIM_family1_S4_offspring	178092596	25.5734	mim_13
MIM_family1_S5_offspring	178092585	26.2324	mim_13
MIM_family1_S6_offspring	178092594	35.0708	mim_13
MIM_family2_F_female	178092597	48.6346	mim_13
MIM_family2_M_male	178092590	32.5571	mim_13
MIM_family2_S1_offspring	178092598	43.0209	mim_13
MIM_family2_S2_offspring	178092594	35.472	mim_13
MIM_family2_S3_offspring	178092598	53.052	mim_13
MIM_family2_S4_offspring	178092597	63.1592	mim_13
MIM_family2_S5_offspring	178092598	57.11	mim_13
MIM_family2_S6_offspring	178092592	25.8432	mim_13
MIM_family3_F_female	178092593	28.5754	mim_13
MIM_family3_M_male	178092576	32.8377	mim_13
MIM_family3_S1_offspring	178092594	33.049	mim_13
MIM_family3_S2_offspring	178092596	25.3973	mim_13
MIM_family3_S3_offspring	178092593	44.9035	mim_13
MIM_family3_S4_offspring	178092595	40.7174	mim_13
MIM_family3_S5_offspring	178092592	41.7416	mim_13
MIM_family3_S6_offspring	178092597	47.9933	mim_13
MIM_family4_F_female	178092596	38.6769	mim_13
MIM_family4_M_male	178092576	32.8377	mim_13
MIM_family4_S1_offspring	178092582	36.2269	mim_13
MIM_family4_S2_offspring	178092598	31.7678	mim_13
MIM_family4_S3_offspring	178092585	30.7272	mim_13
MIM_family4_S4_offspring	178092594	28.5605	mim_13
MIM_family1_F_female	217990450	20.9375	mim_14
MIM_family1_M_male	217990448	39.4478	mim_14
MIM_family1_S1_offspring	217990448	43.9405	mim_14
MIM_family1_S2_offspring	217990448	35.9501	mim_14
MIM_family1_S3_offspring	217990447	34.6315	mim_14
MIM_family1_S4_offspring	217990443	23.7048	mim_14
MIM_family1_S5_offspring	217990450	24.2273	mim_14
MIM_family1_S6_offspring	217990451	32.4651	mim_14
MIM_family2_F_female	217990449	44.9888	mim_14
MIM_family2_M_male	217990389	30.0976	mim_14
MIM_family2_S1_offspring	217990445	39.8487	mim_14
MIM_family2_S2_offspring	217990450	32.6906	mim_14
MIM_family2_S3_offspring	217990447	48.9336	mim_14
MIM_family2_S4_offspring	217990450	58.3161	mim_14
MIM_family2_S5_offspring	217990451	52.8216	mim_14
MIM_family2_S6_offspring	217990450	23.7328	mim_14
MIM_family3_F_female	217990449	26.9618	mim_14
MIM_family3_M_male	217990450	30.6099	mim_14
MIM_family3_S1_offspring	217990451	30.6383	mim_14
MIM_family3_S2_offspring	217990450	23.5266	mim_14
MIM_family3_S3_offspring	217990450	41.7116	mim_14
MIM_family3_S4_offspring	217990451	37.7725	mim_14
MIM_family3_S5_offspring	217990450	38.7229	mim_14
